creative_id,bucket,exact_lander,landing_url,ad_id,recipe,score,days,capture,ready,congruence,title,first_line,cta,share_url,ad_image,image_width,image_height,page_hook,report_anchor,ad_body
"C002","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94284844","20","91","12","failed","ad_only_or_capture_gap","capture_gap","What GLP-1 Does to Your T Levels","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.","Shop now","https://app.gethookd.ai/share/ad/94284844?signature=24c54e6cb67c54355d3b5b10e9a1da82bdb1593cf4ee389317fdea4c4c6a6031","mars-men-static-canonical-recipes-share/assets/remote/685049edc10f-media-5d7a2e2b9936.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94284844","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.

Nobody's arguing that. But here's what your prescribing doctor probably didn't mention.

Rapid weight loss triggers a massive cortisol spike.

Cortisol tanks testosterone production at the source. Your body starts burning muscle for fuel instead of protecting it. Your energy craters. Your drive disappears. Your strength fades.

You're thinner — but weaker, foggier, and running on fumes. That's not a win.

Mars Men was built to protect what GLP-1s are quietly destroying.

Tongkat Ali blocks the cortisol spike that crashes your T during rapid weight loss.

Boron lowers SHBG so the testosterone you still have isn't locked up and useless. 8 clinically-dosed ingredients attacking the problem from every angle.

This isn't theory. 91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength. Results backed by bloodwork, not promises.

Right now it's 50% off with a full 90-day money-back guarantee.

Read the 10 reasons men on GLP-1s are adding this to their daily stack."
"C002","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94284842","21","91","12","failed","ad_only_or_capture_gap","capture_gap","What GLP-1 Does to Your T Levels","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.","Shop now","https://app.gethookd.ai/share/ad/94284842?signature=45f356fc0d13b4f995142078f4034193e08dfc6ad9eeaf6d0ab591fac4612bf8","mars-men-static-canonical-recipes-share/assets/remote/d3c6bf9fb010-media-76594b799785.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94284842","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.

Nobody's arguing that. But here's what your prescribing doctor probably didn't mention.

Rapid weight loss triggers a massive cortisol spike.

Cortisol tanks testosterone production at the source. Your body starts burning muscle for fuel instead of protecting it. Your energy craters. Your drive disappears. Your strength fades.

You're thinner — but weaker, foggier, and running on fumes. That's not a win.

Mars Men was built to protect what GLP-1s are quietly destroying.

Tongkat Ali blocks the cortisol spike that crashes your T during rapid weight loss.

Boron lowers SHBG so the testosterone you still have isn't locked up and useless. 8 clinically-dosed ingredients attacking the problem from every angle.

This isn't theory. 91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength. Results backed by bloodwork, not promises.

Right now it's 50% off with a full 90-day money-back guarantee.

Read the 10 reasons men on GLP-1s are adding this to their daily stack."
"C002","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94903493","52","91","11","failed","ad_only_or_capture_gap","capture_gap","What GLP-1 Does to Your T Levels","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.","Shop now","https://app.gethookd.ai/share/ad/94903493?signature=9dcc95aabf4d7c89cf04041889acdbeb2f3c159ea7063922a94e117d8b572916","mars-men-static-canonical-recipes-share/assets/remote/76b0be9a7bca-media-c88282798474.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94903493","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.

Nobody's arguing that. But here's what your prescribing doctor probably didn't mention.

Rapid weight loss triggers a massive cortisol spike.

Cortisol tanks testosterone production at the source. Your body starts burning muscle for fuel instead of protecting it. Your energy craters. Your drive disappears. Your strength fades.

You're thinner — but weaker, foggier, and running on fumes. That's not a win.

Mars Men was built to protect what GLP-1s are quietly destroying.

Tongkat Ali blocks the cortisol spike that crashes your T during rapid weight loss.

Boron lowers SHBG so the testosterone you still have isn't locked up and useless. 8 clinically-dosed ingredients attacking the problem from every angle.

This isn't theory. 91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength. Results backed by bloodwork, not promises.

Right now it's 50% off with a full 90-day money-back guarantee.

Read the 10 reasons men on GLP-1s are adding this to their daily stack."
"C002","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94284384","67","91","11","failed","ad_only_or_capture_gap","capture_gap","What GLP-1 Does to Your T Levels","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.","Shop now","https://app.gethookd.ai/share/ad/94284384?signature=5a4427e2de486495c218563ed1555a44c345d7d9f3899efc512ed9700d15f1aa","mars-men-static-canonical-recipes-share/assets/remote/d12d1462c052-media-ebb803a5a236.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94284384","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.

Nobody's arguing that. But here's what your prescribing doctor probably didn't mention.

Rapid weight loss triggers a massive cortisol spike.

Cortisol tanks testosterone production at the source. Your body starts burning muscle for fuel instead of protecting it. Your energy craters. Your drive disappears. Your strength fades.

You're thinner — but weaker, foggier, and running on fumes. That's not a win.

Mars Men was built to protect what GLP-1s are quietly destroying.

Tongkat Ali blocks the cortisol spike that crashes your T during rapid weight loss.

Boron lowers SHBG so the testosterone you still have isn't locked up and useless. 8 clinically-dosed ingredients attacking the problem from every angle.

This isn't theory. 91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength. Results backed by bloodwork, not promises.

Right now it's 50% off with a full 90-day money-back guarantee.

Read the 10 reasons men on GLP-1s are adding this to their daily stack."
"C002","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94284378","68","91","11","failed","ad_only_or_capture_gap","capture_gap","What GLP-1 Does to Your T Levels","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.","Shop now","https://app.gethookd.ai/share/ad/94284378?signature=0751381e604418494b109f0e47a44b3d363c044871d25d92829e9b0b2822bc27","mars-men-static-canonical-recipes-share/assets/remote/76b0be9a7bca-media-c88282798474.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94284378","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.

Nobody's arguing that. But here's what your prescribing doctor probably didn't mention.

Rapid weight loss triggers a massive cortisol spike.

Cortisol tanks testosterone production at the source. Your body starts burning muscle for fuel instead of protecting it. Your energy craters. Your drive disappears. Your strength fades.

You're thinner — but weaker, foggier, and running on fumes. That's not a win.

Mars Men was built to protect what GLP-1s are quietly destroying.

Tongkat Ali blocks the cortisol spike that crashes your T during rapid weight loss.

Boron lowers SHBG so the testosterone you still have isn't locked up and useless. 8 clinically-dosed ingredients attacking the problem from every angle.

This isn't theory. 91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength. Results backed by bloodwork, not promises.

Right now it's 50% off with a full 90-day money-back guarantee.

Read the 10 reasons men on GLP-1s are adding this to their daily stack."
"C002","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94284374","70","91","11","failed","ad_only_or_capture_gap","capture_gap","What GLP-1 Does to Your T Levels","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.","Shop now","https://app.gethookd.ai/share/ad/94284374?signature=b9e78a287af1702b628636a0e2a0175ea682251926bfbac98ed596fec7dfacb8","mars-men-static-canonical-recipes-share/assets/remote/0ab9430f0374-media-7752c9653653.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94284374","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.

Nobody's arguing that. But here's what your prescribing doctor probably didn't mention.

Rapid weight loss triggers a massive cortisol spike.

Cortisol tanks testosterone production at the source. Your body starts burning muscle for fuel instead of protecting it. Your energy craters. Your drive disappears. Your strength fades.

You're thinner — but weaker, foggier, and running on fumes. That's not a win.

Mars Men was built to protect what GLP-1s are quietly destroying.

Tongkat Ali blocks the cortisol spike that crashes your T during rapid weight loss.

Boron lowers SHBG so the testosterone you still have isn't locked up and useless. 8 clinically-dosed ingredients attacking the problem from every angle.

This isn't theory. 91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength. Results backed by bloodwork, not promises.

Right now it's 50% off with a full 90-day money-back guarantee.

Read the 10 reasons men on GLP-1s are adding this to their daily stack."
"C003","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94903631","46","91","11","failed","ad_only_or_capture_gap","capture_gap","Keep Muscle + Metabolism on GLP-1s","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.","Shop now","https://app.gethookd.ai/share/ad/94903631?signature=56f10a4554293cf83911b3a14550a673aece176852abc3a9cb436a4fbacbab0c","mars-men-static-canonical-recipes-share/assets/remote/c1ba5e281eac-media-da2f81639f04.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94903631","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.

Mars Men keeps muscle strong, metabolism firing, and T levels protected as fat drops. Natural, third-party tested, and safe no needles, no shutdown. 💪

Get your edge back while burning fat.

👉 50% OFF for a limited time."
"C003","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","95129831","85","91","8","failed","ad_only_or_capture_gap","capture_gap","Keep Muscle + Metabolism on GLP-1s","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.","Shop now","https://app.gethookd.ai/share/ad/95129831?signature=4c4ed1535dc5cd07b1b4bb5c90919539ac71547cb91d350c49db5e9a53d45569","mars-men-static-canonical-recipes-share/assets/remote/e269f9ce99c3-media-754fd2b74d53.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-95129831","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.

Mars Men keeps muscle strong, metabolism firing, and T levels protected as fat drops. Natural, third-party tested, and safe no needles, no shutdown. 💪

Get your edge back while burning fat.

👉 50% OFF for a limited time."
"C003","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94903796","89","91","8","failed","ad_only_or_capture_gap","capture_gap","Keep Muscle + Metabolism on GLP-1s","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.","Shop now","https://app.gethookd.ai/share/ad/94903796?signature=2565a1ffdda05bb6827e255dec32804c8a2fbf86aa93c4427dcc55c57bb6d022","mars-men-static-canonical-recipes-share/assets/remote/2dd316ad7003-media-a83b25e2da38.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94903796","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.

Mars Men keeps muscle strong, metabolism firing, and T levels protected as fat drops. Natural, third-party tested, and safe no needles, no shutdown. 💪

Get your edge back while burning fat.

👉 50% OFF for a limited time."
"C003","GLP","10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94903342","100","91","8","failed","ad_only_or_capture_gap","capture_gap","Keep Muscle + Metabolism on GLP-1s","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.","Shop now","https://app.gethookd.ai/share/ad/94903342?signature=a2fea2875abc3466baa650ea713cb545a3791300a5c145b5ca7bb230d11e0525","mars-men-static-canonical-recipes-share/assets/remote/a9a102e40a3d-media-ab46293cde5e.jpg","1080","1350","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","mars-men-static-canonical-recipes-share/index.html#ad-94903342","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.

Mars Men keeps muscle strong, metabolism firing, and T levels protected as fat drops. Natural, third-party tested, and safe no needles, no shutdown. 💪

Get your edge back while burning fat.

👉 50% OFF for a limited time."
