creative_id,ad_instance_count,duplicate_instance_count,buckets,exact_landers,landing_urls,representative_ad_id,all_ad_ids,title,first_line,page_hook,image_sha256,ad_image,image_width,image_height,score_range,capture_statuses,ad_awareness,ad_lever,ad_lead_pattern,ad_funnel_intent,ad_promise_type,ad_proof_anchor_type,ad_voice_register,representative_ad_body
"C011","1","0","GLP","GLP / 10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","94903406","94903406","What GLP-1 Does to Your T Levels","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","26669e11fb36cf7768d930669f1a5d888484d3076d08bc1cfa16cab50dcae065","mars-men-static-canonical-recipes-share/assets/remote/fbcf6358016d-media-d287a8de7737.jpg","1080","1350","91-91","failed","Problem-Aware","Curiosity","Story","cold_acquisition","cost_savings","no_anchor","conversational_friend","The weight's coming off. But so is your testosterone. GLP-1 meds are incredible for dropping pounds.

Nobody's arguing that. But here's what your prescribing doctor probably didn't mention.

Rapid weight loss triggers a massive cortisol spike.

Cortisol tanks testosterone production at the source. Your body starts burning muscle for fuel instead of protecting it. Your energy craters. Your drive disappears. Your strength fades.

You're thinner — but weaker, foggier, and running on fumes. That's not a win.

Mars Men was built to protect what GLP-1s are quietly destroying.

Tongkat Ali blocks the cortisol spike that crashes your T during rapid weight loss.

Boron lowers SHBG so the testosterone you still have isn't locked up and useless. 8 clinically-dosed ingredients attacking the problem from every angle.

This isn't theory. 91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength. Results backed by bloodwork, not promises.

Right now it's 50% off with a full 90-day money-back guarantee.

Read the 10 reasons men on GLP-1s are adding this to their daily stack."
"C012","1","0","GLP","GLP / 10-reasons-glp","https://mengotomars.com/pages/10-reasons-glp","95129805","95129805","Keep Muscle + Metabolism on GLP-1s","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.","10 Reasons Why This Natural Testosterone Support Supplement Crushes TRT – Mars Men","eef387130f152177e922e7b8f8131a40b972218cc04633f7f77fcf8a74b293b1","mars-men-static-canonical-recipes-share/assets/remote/a019f8b96f3c-media-9955f30f0c8b.jpg","1080","1920","91-91","failed","Most-Aware","Curiosity","Story","cold_acquisition","cost_savings","no_anchor","conversational_friend","GLP-1s suppress appetite so hard your body starts eating muscle for fuel not fat.

Mars Men keeps muscle strong, metabolism firing, and T levels protected as fat drops. Natural, third-party tested, and safe no needles, no shutdown. 💪

Get your edge back while burning fat.

👉 50% OFF for a limited time."
"C013","1","0","GLP","GLP / dr-latt-glp","https://mengotomars.com/pages/dr-latt-glp","94903594","94903594","The GLP-1 Side Effect No One Mentions","What did they NOT tell you when they prescribed your GLP-1?","| Physiology, Anatomy & Genetics, University of Oxford | Biotechnology, Columbia University","be538fae84b81faef7637c31829f4f7595777ba3266359b19b0b3d43135c0d9f","mars-men-static-canonical-recipes-share/assets/remote/008180b6d442-media-b48c85e53ae7.jpg","1080","1350","81-81","failed","Product-Aware","Curiosity","Fear","cold_acquisition","cost_savings","clinical_study","authority_third_person","What did they NOT tell you when they prescribed your GLP-1?

They told you about the nausea. The injection schedule. The dietary changes.

But nobody mentioned what's happening to your testosterone.

Here's the gap in your doctor's advice: GLP-1 medications trigger rapid weight loss. Great. But your body doesn't discriminate between fat and muscle when it's shedding weight that fast. You're losing lean tissue — the exact tissue responsible for keeping your metabolism firing and your T levels healthy.

Research now shows GLP-1 users face significantly higher risk of testosterone deficiency. So while the number on the scale drops, so does the hormone responsible for your energy, your strength, your drive, and your performance in every area that matters.

There's a reason you feel lighter but not better.

Dr. Latt Mansor knows this better than almost anyone. Oxford PhD. Columbia MS. He consults with Navy SEALs and Olympic athletes on performance optimization. And he has a specific recommendation for every man currently on a GLP-1.

It starts with eight ingredients most doctors have never heard of.

Boron to lower SHBG and free up locked testosterone. Tongkat Ali to block aromatase — the enzyme converting your T to estrogen. Fenugreek to protect against another conversion pathway. All at full clinical doses in one daily stack called Mars Men.

91% of men in a 1,000-person survey reported higher energy within 90 days. 87% reported increased strength.

Mars Men is currently 50% off with a full 90-day money-back guarantee.

Read Dr. Latt's 2-minute article on what GLP-1s are really doing to men's hormones — and the natural protocol he says every GLP-1 user needs."
"C014","7","6","Weight loss","Weight loss / t-upgrade-with-weight-loss","https://mengotomars.com/pages/t-upgrade-with-weight-loss","94903501","94903501, 94284615, 94284474, 94284317, 94284609, 94284344, 94284343","Fix Your Hormones. Lose The Gut.","Summer is 8 weeks away. Your body isn't ready.","Torch stubborn Belly fat with this Natural T-Upgrade – Mars Men","57ae673ad95ba70f4a1a180a16aecc68c6118614313ee0da7f21635a90d0a0fd","mars-men-static-canonical-recipes-share/assets/remote/7dbbc2d62a45-media-df7664f85a07.jpg","1080","1920","91-91","failed","Problem-Aware","Curiosity","Fear","cold_acquisition","aesthetic_transformation","social_volume","conversational_friend","Summer is 8 weeks away. Your body isn't ready.

And here's the part no one tells you — the extra cardio won't fix it. The calorie cutting won't fix it. Not this time.

Because after 30, your body starts converting testosterone into estrogen. That's not a metaphor.

There's an enzyme called aromatase that literally takes the hormone that burns fat and builds muscle… and turns it into the hormone that stores belly fat and softens everything.

Your gut isn't a discipline problem. It's a hormone problem.

Every month you ignore it, the ratio shifts further. More estrogen. Less T. More fat stored around your chest and midsection. Less muscle holding on.

Mars Men was built to attack this at the root. Tongkat Ali blocks the aromatase enzyme so your T stops converting to estrogen.

Boron lowers SHBG so the testosterone you DO have actually gets used instead of locked up.

8 clinically-dosed ingredients. One daily stack.

91% of men reported higher energy within 90 days. 87% reported increased strength. These aren't lab rats — that's a survey of over 1,000 real customers.

Right now it's 50% off with a 90-day money-back guarantee. You literally risk nothing."
"C015","7","6","Weight loss","Weight loss / t-upgrade-with-weight-loss","https://mengotomars.com/pages/t-upgrade-with-weight-loss","94284772","94284772, 94284449, 94284316, 94284531, 94284495, 94284360, 94284315","Fix Your Hormones. Lose The Moobs.","Summer's 90 days away. Your hormones don't care.","Torch stubborn Belly fat with this Natural T-Upgrade – Mars Men","74c7a94e2b70e7be836cf9e2d4982810e7910d5399efd69a9238827237fa7ec8","mars-men-static-canonical-recipes-share/assets/remote/503eddff929e-media-5fc9144819a6.jpg","1080","1920","91-91","failed","Problem-Aware","Curiosity","Story","cold_acquisition","aesthetic_transformation","no_anchor","conversational_friend","Summer's 90 days away. Your hormones don't care.

Right now, your body is running a 24/7 sabotage operation on your physique. Elevated cortisol is telling your body to store fat — especially around your midsection. An enzyme called aromatase is converting your testosterone into estrogen. And a protein called SHBG is locking up whatever T you have left so your muscles can't even use it.

Three systems working against you. Crunches won't fix that. Neither will another crash diet.

Mars Men was built to attack all three.

Tongkat Ali blocks the enzyme converting your T to estrogen and drives cortisol down.

Boron lowers SHBG so your body can actually USE the testosterone it makes.

8 clinically-dosed ingredients total — each targeting a different piece of the hormonal puzzle.

87% of men in a 1,000-person survey reported increased strength. One customer at 62 says he's stronger now than in his 20s and 30s.

Right now it's 50% off for life — plus free shipping, a free Natural Testosterone Guide, and a free travel tin. Backed by a 90-day Higher-T Guarantee.

Every week you wait, your body stores more fat and burns less muscle. That's not aging — that's hormones."
"C016","6","5","Quiz funnel","Quiz funnel / quiz-v6","https://mengotomars.com/pages/quiz-v6","94903454","94903454, 94284482, 94904005, 94903676, 94903334, 95129874","50% Off + Free Gifts 🚀","You eat clean. You train hard. You’re STILL tired and gaining weight. Here’s why.","The Natural And Effective Way To Increase Testosterone, Energy, Strength & Male Vitality – Mars Men","600c32d629a3a69a4176f7fac6201031439408088243d78272be3bc195ad0437","mars-men-static-canonical-recipes-share/assets/remote/5e02fe6f3797-media-bd0da4209c0b.jpg","1080","1080","61-91","not_captured","Solution-Aware","Curiosity","Story","cold_acquisition","cost_savings","social_volume","conversational_friend","You eat clean. You train hard. You’re STILL tired and gaining weight. Here’s why.

If you’re over 35 and constantly tired, dragging through the day, or frustrated in the gym…

It’s not motivation or willpower.

It’s testosterone.

T levels start dropping around age 30. And that slow hormonal drain robs you of energy, drive, strength, confidence, and performance.

One day you wake up and wonder:

“What happened?”

Most guys try to fix it by doubling down on workouts… eating cleaner… drinking more coffee…

And when that doesn’t work?

They end up with a cabinet full of overpriced, under-dosed supplements. Or worse, they consider jumping on TRT.

Here’s the truth:

You don’t need needles, prescriptions, or a dozen bottles.

You need one clinically dosed stack that helps your body produce more testosterone, naturally.

That’s what Mars Men was built for.

It’s an all-in-one daily testosterone support formula with 8 powerhouse ingredients, including:

🌿 Tongkat Ali – Boosts drive, energy, and morning wood
🪨 Shilajit – Fuels stamina so you don’t crash mid-day
🛡️ Zinc – Keeps hormones balanced and focus sharp
⚙️ Boron – Frees up testosterone for more motivation
🌾 Fenugreek – Fires up libido and bedroom confidence
⚡ Taurine – Speeds recovery and sharpens mental focus
☀️💪 Vitamins D, K1 + K2 – Supports bones, mood, and daily energy

No BS. No fairy dust. Just full clinical doses your body can feel.

In a recent survey, men using Mars Men for 90 days reported:

✅ 91% increase in energy
✅ 87% felt stronger and more recovered
✅ 82% noticed improved vitality
✅ +60% testosterone boost (verified by bloodwork)

No needles. No stacking. No cycling. Just results.

Claim your 90-Day Launch Kit now and get 50% off — plus 2 free gifts: a Testosterone Optimization Guide and portable travel tin.

Over 121,000+ men have already transformed their lives with this formula.

If you don’t feel stronger, sharper, and more energized in 90 days — you get every penny back. No questions asked.

👉 Reclaim your masculinity. Naturally. Click the link below."
"C017","6","5","Quiz funnel","Quiz funnel / quiz-v6","https://mengotomars.com/pages/quiz-v6","94284473","94284473, 94284416, 94903490, 94284913, 94284899, 94284649","50% Off — 90-Day Guarantee","429,576+ men didn't switch to Mars Men because of a slick ad.","The Natural And Effective Way To Increase Testosterone, Energy, Strength & Male Vitality – Mars Men","bd88ee3de1b4a648785d4a6b1d7b4d8fd7b1e3e72ff7c1e3556bf09ef29bff96","mars-men-static-canonical-recipes-share/assets/remote/e82b83c0aa51-media-5ff217ccfc52.jpg","1080","1350","91-91","not_captured","Solution-Aware","Social-Proof","Story","cold_acquisition","cost_savings","social_volume","conversational_friend","429,576+ men didn't switch to Mars Men because of a slick ad.

They switched because their bloodwork changed.

One man's doctor told him nothing natural would work. Sixty days later, that same doctor was staring at lab results he couldn't explain. Another guy tried 10 different supplements — spent hundreds — before finding the one his bloodwork actually responded to. His words: ""The bloodwork doesn't lie.""

Then there's the guy who QUIT TRT for Mars Men and came back with higher numbers than he ever had on testosterone replacement therapy. Or the 52-year-old who lost 30 pounds and says his wife can't keep her hands off him.

These aren't cherry-picked outliers. In a survey of over 1,000 customers:

→ 91% reported higher energy in 90 days

→ 87% reported increased strength

→ 82% reported improved male vitality

The formula: 8 clinically-dosed ingredients targeting testosterone from three angles — make more (Shilajit, Zinc, D3), keep more (Tongkat Ali, Boron, Fenugreek), and protect what you've got (Taurine).

Every batch third-party tested. cGMP certified. Made in the USA.

50% off. Plus a 90-day money-back guarantee. No risk. Just results or a full refund."
"C018","4","3","Quiz funnel","Quiz funnel / quiz-v6","https://mengotomars.com/pages/quiz-v6","94903516","94903516, 94284425, 94903408, 96362519","50% Off — 90-Day Guarantee","429,576+ men didn't switch to Mars Men because of a slick ad.","The Natural And Effective Way To Increase Testosterone, Energy, Strength & Male Vitality – Mars Men","4904e53d19812c8acb63efa4bf0e6f75c85cba805c2ca06bf264c21f4c5fb506","mars-men-static-canonical-recipes-share/assets/remote/99968e21b82d-media-3a1928e80dbe.jpg","1080","1920","81-91","not_captured","Solution-Aware","Social-Proof","Story","cold_acquisition","cost_savings","social_volume","conversational_friend","429,576+ men didn't switch to Mars Men because of a slick ad.

They switched because their bloodwork changed.

One man's doctor told him nothing natural would work. Sixty days later, that same doctor was staring at lab results he couldn't explain. Another guy tried 10 different supplements — spent hundreds — before finding the one his bloodwork actually responded to. His words: ""The bloodwork doesn't lie.""

Then there's the guy who QUIT TRT for Mars Men and came back with higher numbers than he ever had on testosterone replacement therapy. Or the 52-year-old who lost 30 pounds and says his wife can't keep her hands off him.

These aren't cherry-picked outliers. In a survey of over 1,000 customers:

→ 91% reported higher energy in 90 days

→ 87% reported increased strength

→ 82% reported improved male vitality

The formula: 8 clinically-dosed ingredients targeting testosterone from three angles — make more (Shilajit, Zinc, D3), keep more (Tongkat Ali, Boron, Fenugreek), and protect what you've got (Taurine).

Every batch third-party tested. cGMP certified. Made in the USA.

50% off. Plus a 90-day money-back guarantee. No risk. Just results or a full refund."
"C019","4","3","Quiz funnel","Quiz funnel / quiz-v6","https://mengotomars.com/pages/quiz-v6","94903485","94903485, 94284394, 95130056, 95129919","Stop Losing T. Start Today.","Your testosterone is dropping right now. And it's not ""just getting older.""","The Natural And Effective Way To Increase Testosterone, Energy, Strength & Male Vitality – Mars Men","0ad348f5864908afb9c39fffb644b259cc03ba313cd38043d648ea520c8f185d","mars-men-static-canonical-recipes-share/assets/remote/f8c1502ad727-media-a22273679195.jpg","1080","1920","91-91","not_captured","Problem-Aware","Contrarian","Story","cold_acquisition","cost_savings","social_volume","conversational_friend","Your testosterone is dropping right now. And it's not ""just getting older.""

Every single month you put off doing something about it, your body converts more of your remaining T into estrogen.

Your SHBG locks up what's left. And cortisol — from stress, bad sleep, and modern life — tanks production at the source.

That brain fog at 2pm?

The gut that won't budge no matter what you eat?

The fact that you'd rather scroll your phone than do anything with your evening?

That's not laziness. That's a hormone problem. And it compounds the longer you wait.

Mars Men was built to fight all three thieves simultaneously.

Tongkat Ali blocks the enzyme that converts your T to estrogen and drives cortisol down.

Boron lowers SHBG so your body can actually use the testosterone it makes.

And the full 8-ingredient stack works across three pathways — making more T, keeping what you've got, and protecting the cells that produce it.

91% of men reported higher energy within 90 days in a survey of over 1,000 customers. Not a vague ""maybe I feel something."" Real, noticeable energy.

Right now it's 50% off — plus free gifts and free shipping. Every bottle is backed by a 90-day Higher-T Guarantee.

If you don't feel the difference, you get every cent back.

But here's the thing — your T isn't going to fix itself while you ""think about it."""
"C020","4","3","Quiz funnel","Quiz funnel / quiz-v6","https://mengotomars.com/pages/quiz-v6","94284399","94284399, 94284351, 95129899, 95129849","Stop Losing T. Start Today.","Your testosterone is dropping right now. And it's not ""just getting older.""","The Natural And Effective Way To Increase Testosterone, Energy, Strength & Male Vitality – Mars Men","a69854ae53866acd6408d00f6ec52096df7ba64f0c2bc2f110a55546c390e64b","mars-men-static-canonical-recipes-share/assets/remote/212a134b0db2-media-a346103f01a8.jpg","1080","1920","91-91","not_captured","Problem-Aware","Contrarian","Story","cold_acquisition","cost_savings","social_volume","conversational_friend","Your testosterone is dropping right now. And it's not ""just getting older.""

Every single month you put off doing something about it, your body converts more of your remaining T into estrogen.

Your SHBG locks up what's left. And cortisol — from stress, bad sleep, and modern life — tanks production at the source.

That brain fog at 2pm?

The gut that won't budge no matter what you eat?

The fact that you'd rather scroll your phone than do anything with your evening?

That's not laziness. That's a hormone problem. And it compounds the longer you wait.

Mars Men was built to fight all three thieves simultaneously.

Tongkat Ali blocks the enzyme that converts your T to estrogen and drives cortisol down.

Boron lowers SHBG so your body can actually use the testosterone it makes.

And the full 8-ingredient stack works across three pathways — making more T, keeping what you've got, and protecting the cells that produce it.

91% of men reported higher energy within 90 days in a survey of over 1,000 customers. Not a vague ""maybe I feel something."" Real, noticeable energy.

Right now it's 50% off — plus free gifts and free shipping. Every bottle is backed by a 90-day Higher-T Guarantee.

If you don't feel the difference, you get every cent back.

But here's the thing — your T isn't going to fix itself while you ""think about it."""
"C021","3","2","Quiz funnel","Quiz funnel / quiz-v6","https://mengotomars.com/pages/quiz-v6","94903773","94903773, 94903614, 94903320","90-Day Guarantee Because We Know It Works.","Your grandfather had more testosterone at 60 than you do at 35.","The Natural And Effective Way To Increase Testosterone, Energy, Strength & Male Vitality – Mars Men","4f989b90bfd46bd5418b1cf461dbf28a651c13ce78652605d08c75f174238b23","mars-men-static-canonical-recipes-share/assets/remote/32cf92e6a2c7-media-c933df4e7cd2.jpg","1080","1080","91-91","not_captured","Problem-Aware","Curiosity","Story","conversion_close","cost_savings","no_anchor","conversational_friend","Your grandfather had more testosterone at 60 than you do at 35.

He didn't have:
❌ Plastics leaching estrogen into his water
❌ Seed oils in everything he ate
❌ Blue light frying his hormones at 11pm

You're not weak. You're poisoned.

Mars Men was built to fight back.
💪 Tongkat Ali blocks the enzyme stealing your T
💪 Boron frees up testosterone that's locked away
💪 Shilajit grows more T-producing cells in your balls

No dirt powders. No cheap fillers. No fairy dust.

Just the 8 ingredients designed to support your T production from every angle.

50% off your first month. 90-day guarantee.

Stop blaming yourself. Start fighting back."
